Title,Stars,Reviewers,Cost,Page Count,Levels 1-4,Levels 5-10,Levels 11-16,Levels 17+
The Hollow Marvel - A floating Airship,-1.0,0,0.0,7,1,1,0,0
DL9 Dragons of Deceit (1e),4.0,2,4.99,-1,0,1,0,0
DC-PoA-CTH2 Searching for a Shorebird,-1.0,0,2.99,18,1,0,0,0
Santac'Laus is Coming to Town - A Christmas Adventure,4.6,15,0.0,9,0,1,0,0
Essentials Kit Mini Pack: Stone Cold Reavers,-1.0,0,1.5,6,1,0,0,0
Seaside Salvage: Eberron Salvage Mission Anthology (Fantasy Grounds),-1.0,0,7.95,-1,0,0,0,0
DL7 Dragons of Light (1e),4.5,2,4.99,-1,0,1,0,0
A Candlelit Dinner with Pelia - A Short Adventure (Levels 1-3),-1.0,0,1.0,3,1,0,0,0
Festival of the Myconid,4.0,1,0.79,18,1,0,0,0
The Harvest (A Horror Story),-1.0,0,2.25,22,0,1,0,0
FRE1 Shadowdale (1e/2e),4.3,9,5.0,-1,0,1,0,0
The Old Curiosity Shop,4.6,8,0.0,41,1,0,0,0
DDALCCC-DRUIDS-03 In Tents,4.0,1,3.99,40,0,0,0,0
Better Guards,5.0,2,0.0,11,0,0,0,0
Caverns of The Dirty Hag,4.3,11,2.0,4,1,0,0,0
Paradise Lost,4.5,2,2.0,7,0,1,1,0
The Old Church,4.1,18,0.0,10,1,0,0,0
Waterdeep Revisited: A-5 Drown the 'Deep,-1.0,0,4.99,18,1,1,0,0
Monster Hunts Weekly: Issue 2 (Fantasy Grounds),-1.0,0,5.95,-1,0,0,0,0
DA2 The Temple of the Frog (Basic),4.3,22,4.99,-1,0,1,1,0
Dragon Wing,5.0,2,0.0,13,0,1,0,0
I 7 Sacerdoti Neri - Fantasy Ground Edition,-1.0,0,1.7,38,0,0,0,0
The Necropolis of Anubis,4.6,5,0.0,17,1,1,0,0
Maid in Waterdeep,5.0,2,0.99,11,1,0,0,0
Storm Over Purple Rocks,5.0,2,0.0,6,0,1,0,0
The Tower of Tharikthiril,4.4,9,0.0,31,1,0,0,0
Wondrous Locales: The Leaftide Bathhouse,5.0,2,2.95,19,1,0,0,0
Waterclock Guild Crypts,-1.0,0,2.99,20,0,1,0,0
Warlock Patron Bundle: 24 Patrons,-1.0,0,5.25,17,0,0,0,0
CCC-DWB-TMG-1 The Mournful Golem,3.0,1,2.99,21,0,0,0,0
Through The Mushroom Forest,4.0,3,0.0,6,0,0,0,0
CCC-YLRA-SDCC01-2 No Good Deed,5.0,1,5.0,45,1,0,0,0
Favor for Gond: A piece of Lantan found,4.3,4,1.45,15,1,0,0,0
The hidden colony,5.0,1,1.95,15,1,0,0,0
Shrine of the Forgotten Goddess,4.5,6,0.0,7,1,0,0,0
They Came From The Sewers! (Fantasy Grounds),-1.0,0,3.95,-1,0,1,0,0
CCC-ALMOG ESC03-01 Thoughts Lost,-1.0,0,3.99,27,1,0,0,0
Dungeons & Divination: Major Arcana Volume 2,-1.0,0,9.95,38,0,1,1,0
O Eterno Templo de Mytica,-1.0,0,0.0,16,0,0,0,0
Shazz'at's Promise,-1.0,0,1.99,1,0,1,0,0
C3 The Lost Island of Castanamir (1e),4.5,10,4.99,-1,1,0,0,0
TWR4 Zatal - The Mountain of Fire,4.6,5,0.0,41,0,0,0,0
Rise Hero - Chapter One: Armalin's Arms Race,5.0,6,4.99,17,1,0,0,0
The Price is Wight,3.7,3,2.0,12,0,1,0,0
Enter the Eagle's Nest,4.8,4,0.0,7,0,0,0,0
A Silverymoon Class Reunion,-1.0,0,1.45,47,1,1,0,0
Fantastic Locations: Hellspike Prison (3.5),5.0,1,4.99,-1,0,1,0,0
Desert Sands (3.0),5.0,2,0.99,-1,0,0,1,0
IM2 The Wrath of Olympus (Basic),3.5,2,4.99,-1,1,0,0,0
Feud in the Frozen Wood,5.0,1,3.95,21,0,0,0,0
Sorrow of Blackstone Ridge,5.0,3,0.89,29,1,0,0,0
Catching Guinea Pigs,-1.0,0,1.0,8,1,0,0,0
Random Roads: The Broken Pass,5.0,1,0.0,17,1,1,0,0
The Blighted Forest,3.5,2,0.0,9,1,1,0,0
CCC-NUKE-01-04 Honey Pass the Preserves,4.7,3,4.99,31,0,1,0,0
Bank robbers,-1.0,0,1.95,18,1,0,0,0
The Widow's Well,5.0,1,2.0,16,0,0,0,0
Random Character Generator Fun,5.0,1,0.0,2,0,0,0,0
A Stop on the Road,3.8,16,0.0,13,1,0,0,0
DC-PoA-WI-TTT-01 Wailing Ice: Trouble and Turmoil in Termalaine,-1.0,0,1.99,15,1,0,0,0
Leilon: The Demon Mines Part 3,5.0,1,0.0,11,0,1,0,0
Hobgoblin Incursion,-1.0,0,1.99,9,1,0,0,0
Fantastic Locations: Fane of the Drow (3.5),4.5,2,4.99,-1,0,1,0,0
The Golden Bones of Lightwatch Tower,5.0,1,5.99,20,0,0,0,0
Barovian Deer Attack,5.0,2,0.0,11,0,0,0,0
Champion of Deceit,-1.0,0,0.0,11,0,0,0,0
DDA2 Legions of Thyatis (Basic),5.0,4,4.99,-1,1,0,0,0
Encounters At The Wayside Inn (Fantasy Grounds),-1.0,0,10.95,-1,0,0,0,0
Fall of the Blood Axe Clan,5.0,1,1.99,1,0,1,0,0
Into the Clubgeon,5.0,1,4.95,31,1,0,0,0
The Rat-Catchers - A 1st Level Al-Qadim and Forgotten Realms Adventure!,-1.0,0,3.95,40,1,0,0,0
The Zombie Orb,-1.0,0,1.95,14,1,0,0,0
Dungeon Delve Monthly #1.06,5.0,1,7.95,57,1,1,1,0
Library Guardians,5.0,1,0.0,-1,0,0,0,0
Home Kobolds,-1.0,0,0.0,9,0,0,0,0
Bastion of Broken Souls (3e),4.3,7,4.99,-1,0,0,1,0
Mystery of the Eureka Theater - Adventure,-1.0,0,1.0,14,1,0,0,0
Tales of Stormhaven,5.0,4,9.99,143,0,0,0,0
Escape from the shadowfell ES006,4.2,6,0.5,8,0,1,0,0
3 Side Quests for Level 9 Characters,-1.0,0,3.99,60,0,1,1,0
Brass Dragon Nest,3.0,1,0.0,5,1,0,0,0
Balance Disturbed (BDC-1),4.2,6,2.95,30,1,0,0,0
'Cos I'm Harpy,5.0,1,3.95,43,0,1,0,0
Monster Hunts Weekly: Issue 7 (Fantasy Grounds),-1.0,0,5.95,-1,0,0,0,0
Eberron: Lights from the Ashes,-1.0,0,5.95,76,0,1,1,0
I7 Baltron's Beacon (1e),4.2,6,4.99,-1,0,1,0,0
Seldom Spring,4.7,10,0.0,8,0,0,0,0
The Admiral's Success: a Guide on Sailing the Styx,4.5,2,0.0,13,1,1,0,0
The Lost Pickaxe of Dumathoin,-1.0,0,1.95,15,0,1,0,0
Waterdeep Revisited: A-1 Luskan Gambit,-1.0,0,4.99,13,1,0,0,0
CCC-UBCON2020-02-Realm of the Brand,1.5,2,2.99,24,0,0,0,0
The Dragon's Den (Basic),2.8,6,4.99,-1,1,0,0,0
All that glitters is not gold,4.0,1,1.45,7,1,1,0,0
A1: Slave Pits of the Undercity - Colored Battle Maps and 5E Adventure Conversion,5.0,1,6.99,25,0,1,0,0
The Wizard's Tower,-1.0,0,4.0,7,0,1,1,0
The Feywild Exorcism,3.9,11,0.0,3,1,1,0,0
Forget Me Not,4.3,3,1.95,12,0,1,0,0
Collection of Dahlver-Nar,-1.0,0,0.0,12,0,0,0,0
One Shot: 2112,5.0,1,3.99,12,1,0,0,0
R2: The Investigation of Hydell (1e),-1.0,0,4.99,-1,1,0,0,0
Finding a Home,-1.0,0,1.99,17,0,0,0,0
Oss'Ithek,4.0,2,4.95,28,0,1,0,0
Womb of Horrors,-1.0,0,0.99,6,0,1,1,0
A Roll Of Chance's Dice: Tavern games for your adventures,5.0,1,0.0,6,0,0,0,0
O Grande Desafio,5.0,1,1.95,40,0,1,0,0
CCC-GGC02-01 Emtombed,-1.0,0,4.95,31,0,1,0,0
Game Starts In 5' - The Cask Of Amontillado,-1.0,0,1.99,8,1,0,0,0
Vault of the Gods,5.0,1,0.99,15,0,1,1,0
In the Phantom's Wake (Basic),4.2,5,4.99,-1,1,0,0,0
OA6 Ronin Challenge (2e),5.0,2,4.99,-1,0,1,0,0
"(5e, Lvl 3) Descent into the Cavern of Broken Magic",5.0,1,1.49,8,1,0,0,0
The Jade Hare (Basic),4.5,2,1.99,-1,1,0,0,0
Scion of Terror,5.0,2,1.25,15,1,0,0,0
5 Fun Birthday Themed Encounters for D&D 5e,-1.0,0,0.0,6,0,0,0,0
DC-POA-CODEX-01 Bear the Lode (Fantasy Grounds),5.0,1,4.99,-1,1,0,0,0
Queen's Hoard Expanded (Fantasy Grounds),-1.0,0,4.99,-1,0,0,0,0
The Contest of Fun (Gladiatorial PVP arena combat tournament),4.6,5,0.0,12,0,0,0,0
Dungeon Module J4: The Mind Merchant,4.7,12,3.95,49,1,1,0,0
Epic Legacy Adventure - Trouble in Paradise,4.3,4,0.0,34,0,0,0,1
Bolton's Tomb,4.3,4,0.0,7,0,0,0,0
The Hunter In The Tempest,-1.0,0,4.95,17,0,0,0,0
Ancient Shadow Dragon and Shadow Creatures (Homebrew Stats),-1.0,0,0.0,2,0,0,0,0
Sorrow of the Sand Lord,4.0,3,0.0,7,1,0,0,0
Alla Casa della Nonna,5.0,1,1.36,10,1,0,0,0
Treachery and Forgotten Sins,3.0,1,2.95,19,0,1,0,0
CCC-SAF01-01 Between Garrock and a Hard Place,4.3,3,4.99,35,0,1,0,0
Dungeon Delve Monthly #1.07,-1.0,0,7.95,52,1,1,0,1
Expedition to Chult: Trouble in Greyharbor,4.5,2,1.0,17,1,0,0,0
Thurdek’s Tomb (5e),-1.0,0,2.5,19,1,0,0,0
Monster Hunts Weekly: Issue 3 (Fantasy Grounds),-1.0,0,5.95,-1,0,0,0,0
The Legacy of Zandrax Complete,-1.0,0,8.0,158,1,1,0,0
Castle Harklard: Ascent into the Void,5.0,1,0.0,15,0,0,0,0
Fire at the Festival,-1.0,0,2.0,11,1,1,0,0
Eye on Cormyr #3,4.7,3,0.0,19,1,0,0,0
Leilon: The Demon Mines Part2 The Old Temple,-1.0,0,0.0,11,1,0,0,0
Pale Rider of the Shattered Plains,5.0,1,14.95,104,0,1,0,0
The Apocalypse Stone (2e),3.8,4,7.99,-1,0,0,0,1
WBtW02: Wild Beyond the Wilderlight - The Feywild Transmigration,-1.0,0,0.0,4,1,1,0,0
Dark Sun: Fury of the Wastewalker (4e),4.2,5,4.99,-1,1,0,0,0
Ride the lightning - Eberron adventure - 13th moon shared campaign,5.0,5,0.0,20,0,0,0,0
The Black Pits of Baeloth,5.0,1,0.0,16,0,1,1,0
SJA3 Crystal Spheres (2e),4.3,3,4.99,-1,0,1,0,0
Saving Salvation: Eberron Salvage Mission Trilogy (Fantasy Grounds),-1.0,0,5.95,-1,1,0,0,0
Storm-wreck Island,4.0,2,1.99,23,1,0,0,0
One Night Amongst the Necromancers,3.0,1,1.95,20,1,0,0,0
Storm Under the Moonshaes,5.0,1,3.49,74,0,0,0,0
The Rusty Sword- Adventure 1,-1.0,0,3.58,14,1,0,0,0
Axe of the Dwarvish Lords (2e),4.7,3,9.99,-1,0,0,1,0
One Shot - The Corrupted Treant,-1.0,0,1.0,7,0,0,1,0
SJA4 Under the Dark Fist (2e),4.3,6,4.99,-1,0,0,1,0
We're Almost There!,-1.0,0,1.99,19,0,0,0,0
The Adventurers' Hotel,-1.0,0,4.0,63,1,1,0,0
The Curious Case of Ellery Kingsman,5.0,2,0.99,7,1,0,0,0
Monster Hunts Weekly: Issue 9 (Fantasy Grounds),5.0,1,5.95,-1,0,0,0,0
To Account for Loot Tables 1,5.0,3,0.0,10,0,0,0,0
The Bitch Queen's Prize,5.0,1,3.49,74,0,0,0,0
The Star Cairns (2e),3.7,3,4.99,-1,0,1,0,0
Exodus of the Underdark,-1.0,0,2.99,34,1,1,0,0
An Icy Heart (3.0),4.5,4,0.99,-1,0,0,0,1
The Horns of War,4.7,15,0.0,25,1,0,0,0
I Dream of Ooblagoob,4.5,2,0.99,21,0,0,0,0
Werewolves vs. Vampires-Assault on Bloodtower (5e),-1.0,0,2.49,24,0,1,0,0
OA7 Test of the Samurai (2e),5.0,2,4.99,-1,0,1,0,0
A Carpenters Creed - A Short Adventure (Levels 1-3),-1.0,0,1.0,3,1,0,0,0
Adventure: Something Dark - The Secrets of Bridgehill Manor,-1.0,0,2.99,17,1,0,0,0
CCC-DWB-TLA-1 The Lakebed Archive,2.0,2,2.99,19,0,0,0,0
Classic Modules Today: FA2 Nightmare Keep (5e),-1.0,0,2.45,26,0,0,0,1
Invasion of the Gnoll Lord,5.0,2,2.95,20,1,0,0,0
The Sass Is Strong With This One,-1.0,0,0.0,3,0,0,0,0
The Secret of Red Oak Abbey,-1.0,0,4.95,20,0,1,0,0
Waterdeep: the City of Splendors,-1.0,0,3.99,43,1,1,0,0
Two Buck Dungeons: The Church Consumed by the Shadowfell,1.0,1,2.0,7,0,1,0,0
CCC-AWE-01-02 The Chi Directive,-1.0,0,4.0,28,1,0,0,0
CCC-ODFC04-01 The Cause of All Life’s Problems,-1.0,0,4.0,38,1,0,0,0
CCC-PIPYAPS-DH1 Breaking Bes,-1.0,0,4.0,44,1,0,0,0
"The crypt of Doranthor, level 1",-1.0,0,2.0,7,1,0,0,0
Hellbound Heists (Fantasy Grounds),5.0,1,22.95,-1,0,0,0,0
In the Dead of Night,5.0,1,0.0,6,1,1,0,0
Il Re dei Larunchi,4.8,4,0.0,22,1,0,0,0
"(5e, Lvl 2) Mystery of the Caravan Cultist",-1.0,0,1.99,14,1,0,0,0
No Love Lost,-1.0,0,2.95,39,0,0,0,0
Dungeon Module TH2: A Dangerous Game,5.0,5,0.5,13,0,1,1,0
Domain of Dread: Timbergorge,5.0,3,0.0,10,0,0,0,0
Bad Moon Waning (3.5),5.0,2,0.99,-1,0,1,0,0
RU00: The Ruins of Undermountain Explorations Bundle,-1.0,0,19.99,-1,1,1,0,0
Hasken's Manor (3.5),4.5,2,0.99,-1,0,1,0,0
Deadwinter Disappearance - Adventure,4.2,6,0.0,16,0,1,0,0
Five Stones,-1.0,0,2.95,13,0,1,0,0
Perilous Encounters,5.0,7,4.99,50,1,1,0,0
Seldom Encountered 2,4.0,5,2.5,23,0,1,0,0
DDAL 7-01: Maps - A City on the Edge: Mission 1,4.7,3,0.0,-1,1,0,0,0
Expedition to Woodcrest Tower,5.0,2,0.0,11,1,0,0,0
A Night at Gallo House,-1.0,0,0.0,10,1,0,0,0
The Lost Tomb of Kavir Island,-1.0,0,0.0,18,0,0,1,0
The Whispering Hag,4.0,2,1.0,8,0,0,0,0
The Fate of The Fearsome Five,4.3,3,0.99,21,1,0,0,0
DC-PoA-OGG-01 Where Good Adventurers Go to Die,3.0,1,4.99,25,1,0,0,0
"Lost in Shadow, Digital Map Pack",5.0,1,2.5,-1,0,0,0,0
Return of the Warlock,-1.0,0,2.99,32,1,0,0,0
Little Ship Of Horrors,-1.0,0,3.95,29,1,1,0,0
The Lost Village,4.7,3,0.0,21,1,1,0,0
No DMs Allowed,5.0,1,0.0,3,0,0,0,0
Lord of the Iron Fortress (3e),4.7,6,4.99,-1,0,0,1,0
CCC-TRI-12 Ill Met in Ylraphon (Part Two of the Olma Series),-1.0,0,4.99,30,1,0,0,0
Dungeon ex Machina,5.0,1,3.99,57,0,0,0,0
The Eyes of Moloch,4.7,3,4.99,50,1,0,0,0
CCC-YLRA-SDCC01-1 Exploratory Arts,-1.0,0,5.0,43,1,0,0,0
Monster Hunts Weekly: Issue 8 (Fantasy Grounds),-1.0,0,5.95,-1,0,0,0,0
Reverse Dungeon (2e),-1.0,0,4.99,-1,0,0,0,0
CCC-TTS-3: Heart of the Storm,-1.0,0,2.99,25,1,0,0,0
The Raskir - The Secretive Ratfolk of Faerun,4.7,3,0.0,58,1,0,0,0
CCC-CENTRIC 01-02 Road to Reconciliation,-1.0,0,3.95,38,1,0,0,0
Summer at Crystal Lake,4.0,1,0.0,23,1,0,0,0
AC8 3-D Dragon Tiles featuring The Revenge of Rusak (Basic),4.2,6,4.99,-1,1,1,0,0
GLI OCCHI GEMELLI DI KHYBER,5.0,1,2.27,19,1,0,0,0
Of Axes and Tusks: A 5e Expansion of the Orcish Peoples,-1.0,0,1.99,12,0,0,0,0
"(5e, Lvl. 4) The Knifehall Thieves of Dusken",3.5,2,0.0,16,1,0,0,0
Silver March Sentinel's Campaign Part 1 & 2,-1.0,0,1.99,21,1,0,0,0
The Ruins of Ghor Tonash,-1.0,0,0.0,7,0,1,0,0
Winterchill,-1.0,0,2.49,8,1,1,1,0
RPG002 Temple on an Island,3.0,1,2.49,22,1,0,0,0
Fizzleblimp's Sugarland,4.0,1,0.79,13,1,0,0,0
Crown from Neverwinter CS008,4.8,4,0.5,35,1,0,0,0
What Lies Within,4.0,1,1.99,15,1,0,0,0
Echoes in Chult: A Pulp Jungle Horror Story,5.0,1,3.99,18,0,0,0,0
CCC-DFW-01-01 Shadows of Ironfang Keep,-1.0,0,3.99,42,0,0,0,0
The Orchards of Vengrove,5.0,2,1.99,-1,1,1,0,0
Tomb of the Warlock King,-1.0,0,4.95,24,1,0,0,0
The Beast of Benson Manor,4.8,10,0.0,16,0,1,0,0
Legends of the Hidden Temple (ToA),-1.0,0,0.0,29,0,0,0,0
Dragons of Winter (3.5),4.3,3,14.99,-1,0,1,0,0
The Monster of the North,-1.0,0,2.95,5,0,1,0,0
Into The Woods,5.0,1,2.0,6,1,0,0,0
IM1 The Immortal Storm (Basic),3.5,2,4.99,-1,0,0,0,1
Hunted on the Ice,-1.0,0,4.99,27,1,1,0,0
Our House,-1.0,0,0.99,8,1,0,0,0
"Zsesh, Defector Prince - A Sinners of Chult Expansion",-1.0,0,4.0,26,1,1,0,0
In the Shadow of The High Forest,5.0,1,3.49,66,0,0,0,0
CCC - FCC - 001 Isle of Moss,1.0,1,1.99,18,1,0,0,0
Dead Mill,4.0,3,0.99,8,0,1,0,0
The Sacking of Millbrook,-1.0,0,0.0,22,0,0,0,0
One Last Tribute,5.0,2,4.0,16,1,0,0,0
Savage Coast: Orc's Head (2e),-1.0,0,4.99,-1,0,0,0,0
Undermountain I: The Lost Level (2e),4.1,7,4.99,-1,0,1,0,0
Lost Truce Island,-1.0,0,3.95,19,0,1,0,0
Valanche's Eye,5.0,3,2.95,16,1,0,0,0
CCC-SCAR03-02 Secrets Underneath Glister,-1.0,0,3.99,39,1,0,0,0
Magnus' Magnificent Carnival,4.0,1,0.0,7,0,0,0,0
The Old Hearth,-1.0,0,0.0,-1,1,0,0,0
Humble Beginnings,5.0,1,4.99,49,1,0,0,0
D&D5e Il cacciatore di goblin,4.0,1,0.0,55,1,0,0,0
The Zersetzen Forest,-1.0,0,1.99,13,1,1,0,0
The Kraken Screams for Sacrifices,4.5,2,5.0,41,1,1,1,0
Blackwater Redux | An Eberron Campaign (Fantasy Grounds),-1.0,0,19.95,-1,1,0,0,0
CCC-ELO-02 The Four Kids,-1.0,0,1.99,36,1,0,0,0
One Poached Egg,4.8,4,1.0,15,1,0,0,0
FA2 Nightmare Keep (2e),4.4,9,4.99,-1,0,0,1,0
The Clocktower,5.0,1,2.0,3,1,0,0,0
"Balduran's Castle Adventure: Through a Glass, Darkly",-1.0,0,2.95,10,0,0,0,1
Waterdeep: The Catacombs of Yintros,3.0,1,0.0,34,0,1,0,0
The Elven Crown: Ruins of Askavar,5.0,1,1.0,14,0,0,0,0
An Oasis in Anauroch,-1.0,0,3.49,134,0,0,0,0
CCC-FAD-01 Out The Back,5.0,1,3.99,23,0,1,0,0
Happy Funtown,5.0,1,2.99,20,1,0,0,0
Lair of the Demon Lord,-1.0,0,0.0,6,1,1,0,0
Poison Reference Guide & Shop of Poisons,4.3,8,0.0,7,0,1,0,0
The Burrows of Iron Deep,-1.0,0,0.0,23,1,0,0,0
Harbinger House (2e),4.8,13,4.99,-1,0,1,0,0
The Legend of Mr Boneapart,4.4,5,0.0,8,1,0,0,0
The Reaching Woods,5.0,1,1.99,36,1,0,0,0
Arena der Macht Deluxe (D&D 5e deutsch),-1.0,0,2.82,12,0,0,0,0
Silent Screechers,-1.0,0,2.95,7,0,1,0,0
Infestation at Willow Grove (Fantasy Grounds),-1.0,0,2.99,-1,0,0,0,0
Roots Run Deep,5.0,6,2.49,25,1,0,0,0
The Worst of Times,5.0,1,2.95,34,1,0,0,0
DDA4 The Dymrak Dread (Basic),3.6,5,4.99,-1,1,0,0,0
The Shattered Gates of Slaughtergarde (3.5),4.3,35,11.99,-1,1,0,0,0
Discovering Doorgons,-1.0,0,0.99,18,0,0,0,0
Echoes of War,-1.0,0,1.95,15,0,1,0,0
OpenAI Series #1: The Purging of Segedwyn,-1.0,0,0.0,13,0,0,0,0
Against the Orcs,4.6,10,0.0,54,0,1,0,0
The Whispered Word,5.0,1,0.99,35,0,0,1,0
Rundreth Manor Maps,-1.0,0,0.0,-1,0,0,0,0
The Modron Maze,4.8,26,0.0,36,1,1,0,0
The Witchfire Curse,4.0,2,3.99,32,1,0,0,0
Roadside Dispute,-1.0,0,0.99,8,1,0,0,0
Seasons of Change: A 0-Level Adventure,-1.0,0,2.99,12,1,0,0,0
The Apocryphon of Voivode,-1.0,0,0.0,22,0,0,0,0
Toxoplasmosis and You,4.5,6,0.0,23,0,0,0,0
The Elemental Gate,-1.0,0,0.0,2,1,0,0,0
Blood Mulch,-1.0,0,4.95,23,0,1,0,0
Attack on Peltarch,4.5,4,2.99,13,1,0,0,0
War of Dragons (3.5),5.0,3,0.99,-1,0,0,0,1
Il Tempio di Bahamut,5.0,2,0.0,25,0,0,0,0
Mystery of the Missing Head,5.0,1,14.95,82,0,0,1,0
The Scourge of Youth,-1.0,0,0.0,9,0,1,0,0
The Fool's Keep,4.7,3,0.0,14,1,1,1,0
Skarbiec Myrkary,5.0,1,3.99,18,0,1,0,0
Beneath Fool's Keep,5.0,1,0.5,16,0,0,0,0
The Fool's Keep Murders,-1.0,0,0.5,18,0,0,0,0
The Naiad's Revenge,4.0,3,4.99,11,1,0,0,0
Winter Battlemap Pack,5.0,1,0.99,-1,0,0,0,0
The Ruby of Nelas,5.0,1,0.99,12,1,0,0,0
Grotto of the Grotesque,5.0,1,3.0,9,1,0,0,0
Manor of Dread,5.0,3,5.95,28,0,1,0,0
CCC-DWB-ANH-1 A Negotiated Heist,-1.0,0,2.99,26,0,0,0,0
CCC-DWB-EoG-1 The Enemy of Greed,-1.0,0,0.0,18,0,0,0,0
Red Zombie Dragon,-1.0,0,0.0,8,0,1,0,0
The Ringmaster's Husband,3.0,1,0.0,14,0,0,0,0
Child's Play,5.0,1,2.0,8,1,0,0,0
CCC-GARY-08: That Which Lies Buried,3.5,2,2.99,14,0,1,0,0
Beyond the Wall of Sleep,-1.0,0,0.0,10,0,0,0,0
DC-POA-DRAGON-03: Battlefield of the Mind,4.0,1,2.99,35,0,0,0,0
Pit of Bones DC-POA-MB-01,4.3,3,4.99,29,0,1,0,0
The Frozen Badlands - Full Campaign,-1.0,0,19.87,60,0,0,0,0
Fire & Brimstone,-1.0,0,3.5,24,0,0,0,0
Riders in the Mist,-1.0,0,4.95,20,1,0,0,0
The Forgotten Terror (2e),5.0,2,4.99,-1,0,0,1,0
Camp Blackspear,-1.0,0,0.99,8,1,0,0,0
"Escape the Sherpa’s lodge, Escape Room One-Shot",3.0,1,10.0,17,1,0,0,0
Dungeons & Dragons Starter Set (4e),5.0,1,9.99,-1,1,0,0,0
Tavern/City Moduler Kit,5.0,1,2.5,-1,0,0,0,0
The Joke's on You!,4.5,2,2.99,27,1,0,0,0
Stone Village (a small town),-1.0,0,1.99,4,0,0,0,0
The Barrow of the Dead King,5.0,2,0.0,25,1,0,0,0
Hansel vs. Gretel: Feywild Civil War,5.0,1,0.0,12,0,0,0,0
Far Beyond Greed,5.0,2,2.64,13,0,1,0,0
The Crypt of the Red Eagle,-1.0,0,4.99,19,0,0,1,0
Last Hiss,-1.0,0,0.0,15,0,1,0,0
Tower of Aldred,-1.0,0,4.99,25,0,1,0,0
Hex Hopping Encounters,5.0,1,2.0,7,1,1,0,0
Shining South (3.5),4.6,5,14.99,-1,0,0,0,0
Red Larch 001: Elemental Evil,-1.0,0,0.0,32,1,1,0,0
The Ripped Beard,4.7,3,2.5,13,0,1,0,0
Liebe außer Rand und Band (One Shot Abenteuer),-1.0,0,0.0,15,0,0,0,0
Dragons of Spring (3.5),4.5,4,14.99,-1,0,1,1,0
A Danger at Deepforge,5.0,5,2.0,18,0,0,0,0
Mormesk's Diversions: Legacy of the Mechanist,5.0,1,0.0,18,0,1,0,0
The Gleaming Cloud Citadel - 5e adventure (Fantasy Grounds),-1.0,0,7.95,-1,0,1,0,0
CCC-DES-02-01 Those Who Are Eaten,-1.0,0,2.99,17,1,0,0,0
The Tower of the Dreamshadow,-1.0,0,2.95,13,0,0,0,1
MagicPunk: The Heist,4.0,1,1.99,9,0,1,0,0
Trials of Xibalba,4.6,7,0.0,22,1,1,0,0
Chronomancy Spell - Time Rip,4.5,2,0.55,-1,0,0,0,0
The Island in the Mist,-1.0,0,2.0,21,1,0,0,0
Sword Coast Side Quests Volume 1: The Lair of Kragnoroth the Drunk,-1.0,0,0.0,20,1,0,0,0
Goblin Ambush: A nasty little encounter designed by evil little minds,4.8,8,2.0,6,1,0,0,0
The Glass Garden Tavern,4.8,4,1.95,7,1,1,0,0
A Goblins Tale: In Search of Akta,4.5,2,0.99,13,1,0,0,0
The Red Hour,5.0,1,0.99,13,0,1,0,0
Selûne's Tear,-1.0,0,4.99,43,0,1,0,0
One Page Adventure #1: Trials of Timber,4.0,4,0.0,4,1,0,0,0
The Cave of Wonders,-1.0,0,0.0,14,0,1,0,0
A Fistful of Death,-1.0,0,0.0,14,0,1,0,0
Gods of the Giants: Hiatea,5.0,1,1.0,12,0,0,1,0
Bone Collector's Hoard,5.0,2,0.99,12,1,0,0,0
The Forgotten Ziggurat FG,5.0,1,1.99,-1,0,0,0,0
Lost in the Sands,5.0,1,0.99,13,1,0,0,0
To Live and Die in Tall Pines (5e),5.0,1,4.99,24,1,0,0,0
Pool of Radiance: Attack on Myth Drannor (3e),4.0,4,6.95,-1,0,0,0,0
Ravnica Encounters (Fantasy Grounds),-1.0,0,11.95,-1,0,0,0,0
The Many Mini-Dungeons of Dungeon Land Handbook,4.2,5,0.0,94,0,0,0,0
Whispers of Crenshinibon,-1.0,0,19.95,190,0,0,0,0
Fungal Forest: A 5th Edition Adventure for 15th Level Characters,5.0,1,5.0,31,0,0,1,0
Where There's Smoke,4.7,11,0.0,26,1,0,0,0
The Burglars of Grouse's Grove,4.0,2,0.0,14,1,0,0,0
Unearthed Folios Module 1,5.0,4,4.99,32,1,0,0,0
"Dinner, Discovery, & Dread",-1.0,0,3.14,15,0,1,0,0
Anauroch: The Empire of Shade (3.5),4.7,3,14.99,-1,0,1,1,0
Quest for the Demon Slayer,5.0,1,0.89,31,1,1,0,0
The Wererabbit Farm,-1.0,0,2.95,7,0,1,0,0
Mansion of Ereden LeMur,4.8,4,0.0,10,0,1,1,0
Four From Cormyr (2e),5.0,2,4.99,-1,0,1,0,0
Dungeon Module J1 The Children of Somerset,4.7,6,1.0,8,1,0,0,0
CCC-YLRA-SDCC01-3 Cast In Shadow,-1.0,0,5.0,51,1,0,0,0
Episodic Adventures Season 1: Escape from Fire Mountain Point,-1.0,0,0.0,16,1,0,0,0
Our Lady of Pain,4.3,3,1.99,16,1,0,0,0
Legend of the Veil,3.0,1,2.95,20,0,0,0,0
Alator's Tomb,3.7,3,0.0,12,0,0,0,0
Escape From The Slave Pits,5.0,1,0.0,-1,0,1,0,0
Karrnathi Killers,-1.0,0,4.99,18,0,1,0,0
The Lich Sword,-1.0,0,1.95,10,1,0,0,0
The Revenant's Revenge,-1.0,0,3.99,24,1,0,0,0
